image_path,x,y,w,h,label,split,image_path_abs,class_name
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,1962.984375,987.662109375,36.0703125,25.154296875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,1210.5703125,869.958984375,15.8203125,20.408203125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,1435.21875,893.21484375,38.6015625,12.814453125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,1585.828125,992.408203125,12.0234375,16.13671875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,1119.4453125,865.212890625,13.921875,20.8828125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,1879.453125,797.34375,29.109375,26.578125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,1894.0078125,820.599609375,13.921875,11.390625,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KNTbwC2tgecMzLHFHqiv8g.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,3473.859375,717.609375,130.921875,217.79296875,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2172.515625,781.1015625,8.859375,13.2890625,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,3714.046875,790.69921875,25.59375,30.26953125,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2161.6875,782.578125,6.890625,16.2421875,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,3700.265625,783.31640625,52.171875,52.41796875,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2447.15625,716.87109375,10.828125,14.02734375,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,3722.90625,835.734375,45.28125,32.484375,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2458.96875,785.53125,10.828125,13.2890625,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2147.90625,789.22265625,7.875,11.8125,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1309.21875,752.30859375,17.71875,23.625,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2460.9375,711.703125,11.8125,16.2421875,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2131.171875,743.44921875,156.515625,98.19140625,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2184.328125,775.93359375,10.828125,13.2890625,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1932.328125,801.7734375,40.359375,49.46484375,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1765.96875,494.6484375,398.671875,239.94140625,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1370.25,1039.5,19.6875,24.36328125,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2324.109375,702.84375,172.265625,99.66796875,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2316.234375,774.45703125,185.0625,89.33203125,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1361.390625,1069.76953125,19.6875,19.93359375,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1347.609375,1044.66796875,16.734375,22.1484375,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1066.078125,919.8984375,106.3125,125.5078125,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1234.40625,739.7578125,98.4375,69.3984375,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1917.5625,785.53125,74.8125,110.00390625,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1385.015625,1063.86328125,18.703125,22.1484375,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1391.90625,1035.80859375,19.6875,22.88671875,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1110.375,1081.58203125,44.296875,70.13671875,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,494.15625,1151.71875,80.71875,117.38671875,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KcpkCCW6bboN1_cmEwgWxA.jpg,3354.4921875,978.515625,262.6953125,114.2578125,other-sign,test,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KcpkCCW6bboN1_cmEwgWxA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KcpkCCW6bboN1_cmEwgWxA.jpg,474.609375,676.025390625,332.03125,303.955078125,other-sign,test,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KcpkCCW6bboN1_cmEwgWxA.jpg,other-sign
