image_path,x,y,w,h,label,split,image_path_abs,class_name
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,1625.203125,2632.7109375,39.375,39.8671875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,1789.59375,2635.6640625,15.75,16.98046875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,1771.875,2630.49609375,63.0,24.36328125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,1673.4375,2654.12109375,84.65625,32.484375,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LSoPM0JcDC4ab0a51n3lLg.jpg,493.171875,1690.6640625,142.734375,132.890625,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LSoPM0JcDC4ab0a51n3lLg.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LSoPM0JcDC4ab0a51n3lLg.jpg,488.25,1820.6015625,139.78125,138.05859375,other-sign,val,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LSoPM0JcDC4ab0a51n3lLg.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,1145.90625,1528.8046875,18.328125,23.30859375,other-sign,test,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,564.984375,1508.484375,15.9375,20.3203125,other-sign,test,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,2389.03125,1600.5234375,49.40625,40.640625,other-sign,test,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,1143.515625,1552.11328125,19.125,19.72265625,other-sign,test,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,977.765625,1538.3671875,15.140625,47.8125,other-sign,test,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,980.15625,1516.25390625,17.53125,19.72265625,other-sign,test,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MBcTQSMJhowrDpSzWGYMTQ.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ME66v6mNqoO09NIr6nbv0A.jpg,1629.140625,2190.48046875,61.03125,14.765625,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ME66v6mNqoO09NIr6nbv0A.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ME66v6mNqoO09NIr6nbv0A.jpg,1256.0625,2236.25390625,9.84375,10.3359375,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ME66v6mNqoO09NIr6nbv0A.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ME66v6mNqoO09NIr6nbv0A.jpg,1850.625,2229.609375,35.4375,20.671875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ME66v6mNqoO09NIr6nbv0A.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MR6hNkyshCXgaILIfrkL0w.jpg,1760.296875,1498.921875,7.171875,4.78125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MR6hNkyshCXgaILIfrkL0w.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MR6hNkyshCXgaILIfrkL0w.jpg,1695.75,1498.921875,8.765625,6.57421875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MR6hNkyshCXgaILIfrkL0w.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MR6hNkyshCXgaILIfrkL0w.jpg,1599.328125,1496.53125,14.34375,7.76953125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MR6hNkyshCXgaILIfrkL0w.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MgpYhI7qqYOgArTxK0ZfUQ.jpg,2950.2197265625,1385.9814453125,37.3095703125,38.00048828125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MgpYhI7qqYOgArTxK0ZfUQ.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MzCMHZgvMXxeo3yrUSmnuw.jpg,1628.15625,1971.2109375,39.375,61.27734375,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MzCMHZgvMXxeo3yrUSmnuw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MzCMHZgvMXxeo3yrUSmnuw.jpg,2376.28125,2002.21875,39.375,63.4921875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MzCMHZgvMXxeo3yrUSmnuw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MzCMHZgvMXxeo3yrUSmnuw.jpg,2379.234375,2008.86328125,33.46875,39.12890625,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MzCMHZgvMXxeo3yrUSmnuw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,1093.640625,1960.841796875,66.9375,29.453125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,783.5625,1934.333984375,239.203125,108.9765625,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,648.703125,2084.544921875,94.5,28.716796875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,1014.890625,1981.458984375,141.75,76.578125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,1097.578125,1997.658203125,20.671875,20.6171875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,1020.796875,1955.6875,69.890625,31.662109375,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,628.03125,2104.42578125,27.5625,22.826171875,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N0qBj3XNicsUJN-PC9cnvA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N2AIgrG15zVTOWFEksOmgw.jpg,842.8125,84.375,277.96875,119.970703125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N2AIgrG15zVTOWFEksOmgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N2AIgrG15zVTOWFEksOmgw.jpg,703.125,80.947265625,118.125,113.37890625,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N2AIgrG15zVTOWFEksOmgw.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,357.7734375,1458.80859375,55.4296875,68.783203125,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,1997.484375,1306.125,31.2421875,12.09375,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,2108.34375,1424.794921875,26.203125,67.271484375,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,other-sign
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,1346.4375,1093.728515625,103.8046875,89.19140625,other-sign,train,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,other-sign
